Category,Licence No.,Name,Business Phone,Business Phone Ext.,Licence Address Line 1,Licence Address Line 2,Licence Address Line 3,Endorsements,Latitude,Longitude
RETAIL STORE (FOOD),B50-0005068,THE BIG CARROT,4164662129,211,"348 DANFORTH AVE, #7","TORONTO, ON",M4K 1N8,REFRESHMENTS;,43.67774716,-79.35288425
GROCERY STORE,B50-0005183,BLOOR MEAT MARKET,4167672105,,2283 BLOOR ST W,"TORONTO, ON",M6S 1P1,REFRESHMENTS;,43.65036043,-79.4787373
GROCERY STORE,B50-0212828,V. GASPARRO'S MEAT MARKET,,,857 BLOOR ST W,"TORONTO, ON",M6G 1M3,REFRESHMENTS;,43.66220111,-79.42413329
GROCERY STORE,B50-0213380,ELLAS MEAT MARKET LTD.,,,674 PAPE AVE,"TORONTO, ON",M4K 3S5,REFRESHMENTS;,43.67817782,-79.34483313
GROCERY STORE,B50-0226740,MR GREEK MEAT MARKET,4164690733,,801 DANFORTH AVE,"TORONTO, ON",M4J 1L2,REFRESHMENTS;,43.67938693,-79.34147632
GROCERY STORE,B50-0227879,KOSTAS MEAT MARKET LTD.,,,259 ELLESMERE RD,"TORONTO, ON",M1R 4E4,REFRESHMENTS;,43.76044157,-79.30178127
RETAIL STORE (FOOD),B50-0230950,VILLAGE MEAT PRODUCTS & DELI,,,415 RONCESVALLES AVE,"TORONTO, ON",M6R 2N1,REFRESHMENTS;,43.65130007,-79.45072906
RETAIL STORE (FOOD),B50-0244116,SALSICHARIA PAVAO,4165337667,,1435 DUNDAS ST W,"TORONTO, ON",M6J 1Y7,REFRESHMENTS;,43.64941008,-79.42995615
GROCERY STORE,B50-3084871,DUFFERIN MEAT MARKET,4167890635,,2927 DUFFERIN ST,"TORONTO, ON",M6B 3S7,REFRESHMENTS;,43.70906987,-79.45332228
GROCERY STORE,B50-3098820,SOMALI HALAL FOOD MARKET,4162448248,,"2371 WESTON RD, C","TORONTO, ON",M9N 1Z8,REFRESHMENTS;,43.70664846,-79.53170733
RETAIL STORE (FOOD),B50-3105139,DOMENIC'S QUALITY MEATS,4167432883,,"2965 ISLINGTON AVE, #4","TORONTO, ON",M9L 2K8,REFRESHMENTS;,43.75816927,-79.56982001
GROCERY STORE,B50-3106082,HAPPY MEAT MARKET,4162917034,,"25 MILLIKEN BLVD, A21","TORONTO, ON",M1V 5H8,REFRESHMENTS;,43.80432004,-79.29516181
RETAIL STORE (FOOD),B50-3119903,MACELLERIA ATLAS,4166540777,,800 ST CLAIR AVE W,"TORONTO, ON",M6C 1B6,REFRESHMENTS;,43.68104822,-79.43006502
RETAIL STORE (FOOD),B50-3121796,SUNUP BARBECUE CO,4167895023,,3411 BATHURST ST,"TORONTO, ON",M6A 2C1,REFRESHMENTS;,43.72696585,-79.43126585
RETAIL STORE (FOOD),B50-3242057,CHICAGO DELIKATESEN AND BAKERY STORE,4165882001,,289 RONCESVALLES AVE,"TORONTO, ON",M6R 2M3,REFRESHMENTS;BAKE SHOP;,43.64773797,-79.44937287
RETAIL STORE (FOOD),B50-3246429,WHITEHOUSE MEATS,4163664465,,"93 FRONT ST E, #16","TORONTO, ON",M5E 1C3,REFRESHMENTS;,43.64915322,-79.37161359
RETAIL STORE (FOOD),B50-3250526,WIN WIN FRESH MEAT,4162611312,,681 SILVER STAR BLVD,"TORONTO, ON",M1V 5N1,REFRESHMENTS;,43.82370329,-79.29882673
RETAIL STORE (FOOD),B50-3356798,THE BUTCHER SHOPPE,4162342290,,121 SHORNCLIFFE RD,"TORONTO, ON",M8Z 5K7,REFRESHMENTS;,43.6242236,-79.54073399
RETAIL STORE (FOOD),B50-3370609,CHARLIE'S MEATS TWO,4165887769,,222 LANSDOWNE AVE,"TORONTO, ON",M6K 3C6,REFRESHMENTS;,43.6495619,-79.44069862
RETAIL STORE (FOOD),B50-3480008,WHITEHOUSE MEATS,4164882004,,2978 BLOOR ST W,"TORONTO, ON",M8X 1B9,REFRESHMENTS;,43.64798515,-79.50959388
RETAIL STORE (FOOD),B50-3481874,LA BOUCHERIE FINE MEATS,4163630062,,95 FRONT ST E,"TORONTO, ON",M5E 1C2,REFRESHMENTS;,43.64918984,-79.37149694
RETAIL STORE (FOOD),B50-3483094,L & L MEAT SUPPLIES,4162939388,,"21 MILLIKEN BLVD, C1","TORONTO, ON",M1V 5H6,REFRESHMENTS;,43.80414783,-79.29377324
RETAIL STORE (FOOD),B50-3483176,THE BUTCHER SHOP,4162667381,,3487 KINGSTON RD,"TORONTO, ON",M1M 1R4,REFRESHMENTS;,43.73787382,-79.2173739
RETAIL STORE (FOOD),B50-3486401,DILISO'S FINE MEATS,4166019780,,"91 FRONT ST E, #14","TORONTO, ON",M5E 1C4,REFRESHMENTS;,43.64901903,-79.37188756
RETAIL STORE (FOOD),B50-3488091,GRACE MEATS,4165347776,,644 COLLEGE ST,"TORONTO, ON",M6G 1B8,REFRESHMENTS;,43.65516725,-79.4159304
RETAIL STORE (FOOD),B50-3503390,MRAKOVIC MEAT & DELI,4166957396,,"44 WELLESWORTH DR, #5","TORONTO, ON",M9C 4R1,REFRESHMENTS;,43.6668292,-79.57850192
RETAIL STORE (FOOD),B50-3593889,WORLDWIDE MEAT WHOLESALES,4166638553,,"111 MARTIN ROSS AVE, #9-10","TORONTO, ON",M3J 2M1,REFRESHMENTS;,43.77268722,-79.47751453
RETAIL STORE (FOOD),B50-0000466,BELLAMY SMOKE & GIFT,4164317411,,"200 BELLAMY RD N, #3-4","TORONTO, ON",M1J 2L6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.74684683,-79.23167513
RETAIL STORE (FOOD),B50-0002207,OLD COUNTRY SHOP LTD,,,355 RONCESVALLES AVE,"TORONTO, ON",M6R 2M8,FOODSTUFFS;,43.64982018,-79.45014885
RETAIL STORE (FOOD),B50-0002611,ALPHA VARIETY,,,603 LOGAN AVE,"TORONTO, ON",M4K 3C2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.67039884,-79.34631931
GROCERY STORE,B50-0002876,HOME LAND MARKET,4162663915,,750 DANFORTH RD,"TORONTO, ON",M1K 1G5,REFRESHMENTS;,43.72086701,-79.25754847
RETAIL STORE (FOOD),B50-0003270,BRAZIL BAKERY AND PASTRY LTD,,,1566 DUNDAS ST W,"TORONTO, ON",M6K 1T8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.64996588,-79.43421021
RETAIL STORE (FOOD),B50-0003353,MISTER MILK,4166516194,,170 VAUGHAN RD,"TORONTO, ON",M6C 2M2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68605086,-79.42231924
RETAIL STORE (FOOD),B50-0010747,PENTONE CIGAR STORE,4165368833,,176 WALLACE AVE,"TORONTO, ON",M6H 1V4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.66272114,-79.4437817
GROCERY STORE,B50-0014095,SUE'S SUPERMARKET,4167812734,,3673 BATHURST ST,"TORONTO, ON",M6A 2E6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.73420237,-79.43295906
RETAIL STORE (FOOD),B50-0015860,KITCHEN FOOD FAIR III,4165740609,,1051 STEELES AVE W,"TORONTO, ON",M2R 2S9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.79158657,-79.44800863
RETAIL STORE (FOOD),B50-0208434,DAIRY MILK,,,5066 DUNDAS ST W,"TORONTO, ON",M9A 1B9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64577115,-79.53200746
RETAIL STORE (FOOD),B50-0209243,TOP MILK MART,4164314474,,2922 EGLINTON AVE E,"TORONTO, ON",M1J 2E4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.73994617,-79.23601622
RETAIL STORE (FOOD),B50-0210017,NEON MINI MART,4164891875,,162 O'CONNOR DR,"TORONTO, ON",M4J 2S4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69362108,-79.34955182
RETAIL STORE (FOOD),B50-0215885,M & M CONVENIENCE,,,116 MARKHAM RD,"TORONTO, ON",M1M 2Z7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.739196,-79.21760424
RETAIL STORE (FOOD),B50-0216765,BOSTON DISCOUNT,4164668482,,1020 QUEEN ST E,"TORONTO, ON",M4M 1K4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66153487,-79.33871992
RETAIL STORE (FOOD),B50-0219527,MIDLAND JUG MILK,4162618602,,2516 EGLINTON AVE E,"TORONTO, ON",M1K 2R5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.73510081,-79.25688583
RETAIL STORE (FOOD),B50-0219943,JAMESTOWN MILK,4169234354,,592 PARLIAMENT ST,"TORONTO, ON",M4X 1P8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66803633,-79.36968878
RETAIL STORE (FOOD),B50-0227178,KING'S MILK,4165355828,,1265 KING ST W,"TORONTO, ON",M6K 1G6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.63804184,-79.43064582
RETAIL STORE (FOOD),B50-0233837,ZAC'S,4166514399,,1977 KEELE ST,"TORONTO, ON",M6M 3Y2,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.68983819,-79.47455149
RETAIL STORE (FOOD),B50-0235436,THE RICHVIEWER,4162447719,,250 WINCOTT DR,"TORONTO, ON",M9R 2R5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67970079,-79.54678274
RETAIL STORE (FOOD),B50-0239135,PICK QUICK SMOKE & VARIETY,,,4451 KINGSTON RD,"TORONTO, ON",M1E 2N7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7686486,-79.1876947
RETAIL STORE (FOOD),B50-0241954,ERSKINE TUCK SHOP,9058821273,,140 ERSKINE AVE,"TORONTO, ON",M4P 1Z2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.71241538,-79.39377892
RETAIL STORE (FOOD),B50-0243899,HIGH PARK TUCK SHOP,4167664411,,"95 HIGH PARK AVE, FL1","TORONTO, ON",M6P 2R8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.65678758,-79.46615735
RETAIL STORE (FOOD),B50-0244295,GATEWAY  NEWSTAND,4162665358,,1035 SHEPPARD AVE W,"TORONTO, ON",M3H 2T7,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.74992572,-79.46264786
GROCERY STORE,B50-0245662,METRO CIGAR,4169238047,,712 YONGE ST,"TORONTO, ON",M4Y 2B3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66823264,-79.38621511
RETAIL STORE (FOOD),B50-2904835,PROMISE CONVENIENCE AND TAKE OUT,4166934002,,3282 DANFORTH AVE,"TORONTO, ON",M1L 1C3,REFRESHMENTS;,43.69317786,-79.2805497
RETAIL STORE (FOOD),B50-3014125,7 DAY CONVENIENCE,4166985704,,"2480 GERRARD ST E, #5","TORONTO, ON",M1N 4C3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68742166,-79.28605875
GROCERY STORE,B50-3014327,FOOD PLUS MARKET,4164887887,,2914 YONGE ST,"TORONTO, ON",M4N 2J9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.72218036,-79.40195722
RETAIL STORE (FOOD),B50-3082599,HAVE-A-CIGAR,4162443456,,"1700 WILSON AVE, #195A","TORONTO, ON",M3L 1B2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7209713,-79.51253119
RETAIL STORE (FOOD),B50-3082707,L'CORNER STORE VIDEO,4166563956,,1747 KEELE ST,"TORONTO, ON",M6M 3W9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68619961,-79.4729361
RETAIL STORE (FOOD),B50-3086880,MANOR MINI MART,4162444772,,"1901 WESTON RD, #9","TORONTO, ON",M9N 3P5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70058906,-79.51599334
GROCERY STORE,B50-3097935,SAK'S FINE FOODS,,,500 ROGERS RD,"TORONTO, ON",M6M 1B3,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.68223497,-79.46797297
RETAIL STORE (FOOD),B50-3098477,ABC CONVENIENT,4165332061,,1110 BLOOR ST W,"TORONTO, ON",M6H 1M8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66017832,-79.43482065
GROCERY STORE,B50-3101868,HASTY MARKET,4168201262,,21 DAVISVILLE AVE,"TORONTO, ON",M4S 1G3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69828219,-79.39581417
RETAIL STORE (FOOD),B50-3104760,JIANG'S CONVENIENCE STORE,4167890824,,1960 EGLINTON AVE W,"TORONTO, ON",M6E 2J8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69512994,-79.45383087
RETAIL STORE (FOOD),B50-3110461,ACADEMY PLACE TUCK SHOP,4162497889,,2101 ISLINGTON AVE,"TORONTO, ON",M9P 3R2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70368803,-79.54888753
RETAIL STORE (FOOD),B50-3112935,7 DAY CONVENIENCE,4167410005,,3228 WESTON RD,"TORONTO, ON",M9M 2T7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.73890682,-79.53973272
RETAIL STORE (FOOD),B50-3119144,BECKER'S MILK,4167421919,,2825 WESTON RD,"TORONTO, ON",M9M 2S1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.72058987,-79.53713745
RETAIL STORE (FOOD),B50-3120256,A & D CONVENIENCE,4166959939,,"5555 EGLINTON AVE W, E108","TORONTO, ON",M9C 5M1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65004161,-79.60354005
RETAIL STORE (FOOD),B50-3123585,UNDERHILL MINI MART,4164442002,,77 UNDERHILL DR,"TORONTO, ON",M3A 2J8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.74578409,-79.32469938
RETAIL STORE (FOOD),B50-3125368,COXWELL MILK,4164212276,,1011 COXWELL AVE,"TORONTO, ON",M4C 3G4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.696996,-79.3288861
RETAIL STORE (FOOD),B50-3126175,VILLAGE MILK,4162223109,,5995 BATHURST ST,"TORONTO, ON",M2R 1Z3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.78630794,-79.44567887
RETAIL STORE (FOOD),B50-3126601,PETER PAN CONVENIENCE,4167801822,,1851 AVENUE RD,"TORONTO, ON",M5M 3Z4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7315969,-79.41899376
RETAIL STORE (FOOD),B50-3126990,MOS MILK,4164258294,,1035 PAPE AVE,"TORONTO, ON",M4K 3W1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68890987,-79.34842602
GROCERY STORE,B50-3128823,MARKET CONVENIENCE,4164800694,,124 EGLINTON AVE W,"TORONTO, ON",M4R 2G8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70615936,-79.40248062
RETAIL STORE (FOOD),B50-3130054,HARBORD CONVENIENCE,4169214984,,99 HARBORD ST,"TORONTO, ON",M5S 1G7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66251993,-79.40394629
GROCERY STORE,B50-3132295,MARKETTE TOTAL CONVENIENCE,4162520080,,"2324 LAKE SHORE BLVD W, #2","TORONTO, ON",M8V 1B6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.61716929,-79.48793427
RETAIL STORE (FOOD),B50-3134389,BECKER MILK CO #1034,4162848257,,305 PORT UNION RD,"TORONTO, ON",M1C 2L5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.79009755,-79.14045018
RETAIL STORE (FOOD),B50-3137149,TERRY'S MILK PLUS,4164231712,,1282 WOODBINE AVE,"TORONTO, ON",M4C 4E7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69428754,-79.31678525
RETAIL STORE (FOOD),B50-3238124,TJ'S CONVENIENCE,4162441997,,330 DIXON RD,"TORONTO, ON",M9R 1S9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69578505,-79.55315475
GROCERY STORE,B50-3245147,SOMMER MARKET,4167408684,,1745 ALBION RD,"TORONTO, ON",M9V 1C3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.74337667,-79.6054728
RETAIL STORE (FOOD),B50-3247191,M H DISCOUNT STORE,4167551821,,2967 ST CLAIR AVE E,"TORONTO, ON",M4B 1P2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70857786,-79.29770463
RETAIL STORE (FOOD),B50-3247469,BELLAIR COFFEE PLUS,4169442184,,1240 BAY ST,"TORONTO, ON",M5R 2A7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67034389,-79.39013711
RETAIL STORE (FOOD),B50-3247730,P'S GOOD LUCK CONVENIENCE,4162847840,,4178 KINGSTON RD,"TORONTO, ON",M1E 2M4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.75899857,-79.19820468
RETAIL STORE (FOOD),B50-3361360,LAIRD CONVENIENCE,4164255081,,868 EGLINTON AVE E,"TORONTO, ON",M4G 2L1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.71370426,-79.36522852
RETAIL STORE (FOOD),B50-3361727,FORTUNE SMOKE & GIFTS STORE,4164651988,,736 QUEEN ST E,"TORONTO, ON",M4M 1H2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65927703,-79.34891621
RETAIL STORE (FOOD),B50-3362737,EDWARD TUCK SHOP,4162217091,,14 CARLUKE CRES,"TORONTO, ON",M2L 2H8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.76040365,-79.39248669
RETAIL STORE (FOOD),B50-3363212,WEXFORD CONVENIENCE,4167594503,,1844 LAWRENCE AVE E,"TORONTO, ON",M1R 2Y4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7435029,-79.30447413
RETAIL STORE (FOOD),B50-3364797,RAY'S DISCOUNT & CONVENIENCE,4163666794,,352 QUEEN ST E,"TORONTO, ON",M5A 1T1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65588824,-79.3642366
RETAIL STORE (FOOD),B50-3365043,C-STORES,4163639404,,"393 KING ST E, #1","TORONTO, ON",M5A 1L3,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.65261136,-79.36295383
RETAIL STORE (FOOD),B50-3371339,AJMER DOLLAR DISCOUNT,4167853039,,1676 EGLINTON AVE W,"TORONTO, ON",M6E 2H5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69698139,-79.44551703
GROCERY STORE,B50-3371782,RABBA FINE FOODS,4165959679,,256 JARVIS ST,"TORONTO, ON",M5B 2J4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.65935483,-79.37580493
RETAIL STORE (FOOD),B50-3372297,RAINBOW CONVENIENCE,4162314927,,1092 ISLINGTON AVE,"TORONTO, ON",M8Z 6A4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.63654047,-79.52074496
RETAIL STORE (FOOD),B50-3472624,SKYWAY CIGAR,4164400540,,"19 LASCELLES BLVD, MAIN FL","TORONTO, ON",M4V 2B7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69519829,-79.39792783
RETAIL STORE (FOOD),B50-3478533,CIRCLE K,4162644880,,2975 KINGSTON RD,"TORONTO, ON",M1M 1P1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.72470282,-79.23111678
RETAIL STORE (FOOD),B50-3480105,K VARIETY,4167885963,,216 VAUGHAN RD,"TORONTO, ON",M6C 2M6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68749616,-79.42391971
RETAIL STORE (FOOD),B50-3480204,TABLE CONVENIENCE,4166993953,,462 KINGSTON RD,"TORONTO, ON",M4L 1V3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67733098,-79.30379275
RETAIL STORE (FOOD),B50-3481021,SUN'S MILK,4166999909,,896 KINGSTON RD,"TORONTO, ON",M4E 1S5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68048708,-79.28987389
RETAIL STORE (FOOD),B50-3482679,QUEEN'S MINI MART,4165326143,,1666 QUEEN ST W,"TORONTO, ON",M6R 1B2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.63937449,-79.44377905
RETAIL STORE (FOOD),B50-3483732,DAWES DOLLAR & VIDEOS,4167551630,,387 DAWES RD,"TORONTO, ON",M4B 2E6,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.70163607,-79.29667072
RETAIL STORE (FOOD),B50-3484855,PAINTED POST CONVENIENCE,,,787 MARKHAM RD,"TORONTO, ON",M1H 2Y1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7669321,-79.22757541
RETAIL STORE (FOOD),B50-3484875,SHERBOURNE VARIETY & GIFT,4169605599,,"545 SHERBOURNE ST, #3","TORONTO, ON",M4X 1W5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66856681,-79.3748332
RETAIL STORE (FOOD),B50-3485456,MAPLE CONVENIENCE,4162349214,,3830B BLOOR ST W,"TORONTO, ON",M9B 1K8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.64157569,-79.53815683
RETAIL STORE (FOOD),B50-3488013,MOSS PARK DISCOUNT STORE,4163682083,,216 QUEEN ST E,"TORONTO, ON",M5A 1S3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65473915,-79.36934918
RETAIL STORE (FOOD),B50-3488030,JEON SE GYE CANADA,4165361028,,65 RONCESVALLES AVE,"TORONTO, ON",M6R 2K6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64121523,-79.4469136
RETAIL STORE (FOOD),B50-3500793,LILY TRADE,4166900996,,1710-1712 QUEEN ST E,"TORONTO, ON",M4L 1G7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66747323,-79.31218595
RETAIL STORE (FOOD),B50-3501592,GLO-HAR CONVENIENCE STORE,4162933213,,1888 KENNEDY RD,"TORONTO, ON",M1P 2L8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.76645536,-79.28156248
RETAIL STORE (FOOD),B50-3503020,OJJJ'S VARIETY,4165336771,,533 MANNING AVE,"TORONTO, ON",M6G 2V8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.66045337,-79.41439978
RETAIL STORE (FOOD),B50-3589659,PREMIER TUCKSHOP,4162265060,,"77 FINCH AVE E, BSMT","TORONTO, ON",M2N 6H8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.78018949,-79.41109622
RETAIL STORE (FOOD),B50-3590375,YOUR CONVENIENCE,,,2192 GERRARD ST E,"TORONTO, ON",M4E 2C7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68393979,-79.30146238
RETAIL STORE (FOOD),B50-3595296,MIN-A-MART,4166319749,,284 WILSON AVE,"TORONTO, ON",M3H 1S8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.73756936,-79.4347664
RETAIL STORE (FOOD),B50-3596955,3 JIT VARIETY,4165311694,,1452 BLOOR ST W,"TORONTO, ON",M6P 3L5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.6572581,-79.44886621
RETAIL STORE (FOOD),B50-3597028,BROADVIEW CONVENIENCE,4164662778,,792 BROADVIEW AVE,"TORONTO, ON",M4K 2P7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.677241,-79.35902792
RETAIL STORE (FOOD),B50-3597493,CONVENIENCE PLUS,4162811059,,4234 LAWRENCE AVE E,"TORONTO, ON",M1E 2S5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.76950045,-79.18328739
RETAIL STORE (FOOD),B50-3598006,MIMUCHAS PLACE,4168680432,,145 RICHMOND ST W,"TORONTO, ON",M5H 2L2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64986765,-79.38537091
RETAIL STORE (FOOD),B50-3599691,INTERNATIONAL NEWS,4169771741,,595 BAY ST,"TORONTO, ON",M5G 2C2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65622103,-79.38330106
RETAIL STORE (FOOD),B50-0005406,FAMILY MEAT & DELI,4167120963,,278 BROWNS LINE,"TORONTO, ON",M8W 3T5,REFRESHMENTS;,0,0
GROCERY STORE,B50-0227973,BUON APPETITE FINE FOODS LIMITED,4164920660,,2764 VICTORIA PARK AVE,"TORONTO, ON",M2J 4A8,REFRESHMENTS;,43.78712205,-79.32897154
RETAIL STORE (FOOD),B50-0232253,FRANCESCA ITALIAN BAKERY LTD,4162991174,,2 INVERGORDON AVE,"TORONTO, ON",M1S 2Y8,FOODSTUFFS;BAKE SHOP;,43.78783205,-79.25676401
RETAIL STORE (FOOD),B50-0236122,PASCALE GOURMET,4164868546,,2393 YONGE ST,"TORONTO, ON",M4P 2E7,FOODSTUFFS;,43.70998053,-79.39879929
GROCERY STORE,B50-2904177,SERANO FOOD MARKET,4164622735,,"830 PAPE AVE, #3&4","TORONTO, ON",M4K 3T5,FOODSTUFFS;,43.68281802,-79.34677201
RETAIL STORE (FOOD),B50-3004023,SLOVENIJA MEAT & DELI,4165358946,,2409 DUNDAS ST W,"TORONTO, ON",M6P 1X3,FOODSTUFFS;BAKE SHOP;,43.65830183,-79.45322936
RETAIL STORE (FOOD),B50-3004840,NEW YORKER DELI,4169233354,,1140 BAY ST,"TORONTO, ON",M5S 2B4,REFRESHMENTS;,43.66850224,-79.3893001
RETAIL STORE (FOOD),B50-3107371,ZAKOPANE DELI,4160000000,,3061 LAKE SHORE BLVD W,"TORONTO, ON",M8V 1K6,REFRESHMENTS;,43.59946352,-79.51005338
RETAIL STORE (FOOD),B50-3123880,ST. LAWRENCE GOURMET DELICATESSEN,4163642806,,"91 FRONT ST E, #7A","TORONTO, ON",M5E 1C3,REFRESHMENTS;,43.64901903,-79.37188756
RETAIL STORE (FOOD),B50-3128849,POLKA EUROPEAN DELI,4162890379,,"3482 LAWRENCE AVE E, #105","TORONTO, ON",M1H 3E5,REFRESHMENTS;,43.76012917,-79.22709804
RETAIL STORE (FOOD),B50-3130305,BUGAJNY MEAT PRODUCTS,4167431492,,28-30 EDDYSTONE AVE,"TORONTO, ON",M3N 1H4,REFRESHMENTS;,43.74887397,-79.51795412
RETAIL STORE (FOOD),B50-3483115,SAN MARCOS PLACE,4164962383,,15 GLENDINNING AVE,"TORONTO, ON",M1W 3E2,REFRESHMENTS;,43.81149422,-79.33332536
RETAIL STORE (FOOD),B50-3483575,UKRAINIAN STORE DNISTER,4163688427,,"93 FRONT ST E, B16","TORONTO, ON",M5E 1C3,REFRESHMENTS;,43.64915322,-79.37161359
RETAIL STORE (FOOD),B50-3488004,THE EPICURE SHOP,4169280291,,473 PARLIAMENT ST,"TORONTO, ON",M5A 3A3,REFRESHMENTS;,43.66410809,-79.36766509
RETAIL STORE (FOOD),B50-3591313,COSMO'S SMOKED MEATS,7054359272,,404 OLD WESTON RD,"TORONTO, ON",M6N 3B1,FOODSTUFFS;,43.67439158,-79.46415492
