"Category","Licence No.","Operating Name","Issued","Client Name","Business Phone","Business Phone Ext.","Licence Address Line 1","Licence Address Line 2","Licence Address Line 3","Conditions","Free Form Conditions Line 1","Free Form Conditions Line 2","Plate No.","Endorsements","Cancel Date","Latitude","Longitude"
"RETAIL STORE (FOOD)","B50-3126362","QUALITY BREAD BAKERY","14-SEP-2001","1147951 ONTARIO INC","4164319829","","1221 MARKHAM RD, #10-11","TORONTO, ON","M1H 3E2","",""" BAKING IN PREMISES ""","""NO RETAIL STORE TO EXCEED 1400M2 FLOOR AREA""","","FOODSTUFFS;BAKE SHOP;","",43.7787551667,-79.231753814
"RETAIL STORE (FOOD)","B50-3126484","EURO BAKERY","24-OCT-2001","EURO BAKERY LTD","4167607287","","130 INDUSTRY ST, #40","TORONTO, ON","M6M 5G3","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","RETAIL SPACE IS 14mX7m (98 sq metres)","","REFRESHMENTS;BAKE SHOP;","",43.6946723919,-79.495072907
"RETAIL STORE (FOOD)","B50-3129181","WHAT-A-BAGEL","01-JAN-2002","1391639 ONTARIO LTD","4169161237","","808 YORK MILLS RD, #22","TORONTO, ON","M3B 1X8","","*BAKING ON PREMISES; MALL PARKING","","","FOODSTUFFS;BAKE SHOP;","",43.7536411183,-79.3578541522
"RETAIL STORE (FOOD)","B50-3129458","HARBORD BAKERY","12-OCT-2001","HARBORD BAKERY INC","4169225767","","115-117 HARBORD ST","TORONTO, ON","M5S 1G7","NO SEATING ACCOMMODATION;",""" TAKE OUT ONLY ""","","","REFRESHMENTS;","",43.6623850532,-79.4044602079
"RETAIL STORE (FOOD)","B50-3239385","CALDENSE BAKERY & PASTRIES III","20-MAR-2002","CALDENSE BAKERY & PASTRIES III INC","4165359993","","337 SYMINGTON AVE","TORONTO, ON","M6P 3X1","NO SEATING ACCOMMODATION;","A.K.A 323 SYMINGTON AVE","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;BAKE SHOP;","",43.666519052,-79.45126135
"RETAIL STORE (FOOD)","B50-3243438","","14-JUN-2002","R NARAINES BAKERY INC","4162986611","","2691 MARKHAM RD, #11","TORONTO, ON","M1X 1L4","","BAKING ON PREMISES","","","FOODSTUFFS;BAKE SHOP;","",43.8201205337,-79.2430718413
"RETAIL STORE (FOOD)","B50-3243735","SELECT BAKERY PATISSERIE","28-JUN-2002","1512058 ONTARIO LTD","4164212400","","405 DONLANDS AVE","TORONTO, ON","M4J 3S2","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","METRE PARKING","","REFRESHMENTS;BAKE SHOP;","",43.6941259674,-79.3425304384
"RETAIL STORE (FOOD)","B50-3245075","DUFFLET","15-JUL-2002","DUFFLET ON YONGE LTD","4165361330","","2638 YONGE ST","TORONTO, ON","M4P 2J5","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","","","REFRESHMENTS;BAKE SHOP;","",43.7156888575,-79.4005670247
"RETAIL STORE (FOOD)","B50-3247424","GLOUCESTER BAKERY","12-AUG-2002","AJSLEE INC","4166180922","","681 SILVER STAR BLVD","TORONTO, ON","M1V 5N1","","LOCATED AT NO FRILLS SUPERMARKET","BAKING ON PREMISES, TAKE-OUT ONLY","","FOODSTUFFS;BAKE SHOP;","",43.823703291,-79.298826725
"RETAIL STORE (FOOD)","B50-3253075","PASCAL'S BAGUETTE AND BAGELS","01-JAN-2003","ABBOUD, PASCAL NAJIB","4165328762","","2904 DUNDAS ST W","TORONTO, ON","M6P 1Y8","","BAKING ON PREMISES","","","FOODSTUFFS;BAKE SHOP;","",43.6656430128,-79.466354294
"RETAIL STORE (FOOD)","B50-3254813","MMMUFFINS","21-FEB-2003","1542400 ONTARIO INC","4165943749","","40 KING ST W, #136","TORONTO, ON","M5H 3Y2","COMMON SEATING;","BAKING ON PREMISES","","","REFRESHMENTS;","",43.6494790498,-79.3795661858
"RETAIL STORE (FOOD)","B50-3355508","BAKERY ON THE GO","11-MAR-2003","ELYAS, KELEF AHMED","4162644706","","701 WARDEN AVE, SUBWAY","TORONTO, ON","M1L 3Z5","","","","","FOODSTUFFS;BAKE SHOP;","",43.711597018,-79.279469719
"RETAIL STORE (FOOD)","B50-3357189","SAINT PIO BAKERY","26-FEB-2003","CAFENUCCI FOODS INC","4162490762","","2133 JANE ST","TORONTO, ON","M3M 1A2","","","","","FOODSTUFFS;BAKE SHOP;","",43.7197443134,-79.5077445597
"RETAIL STORE (FOOD)","B50-3359846","MESSINA BAKERY","14-JUL-2003","MESSINA BAKERY LTD","4167622496","","19 SCARLETT RD","TORONTO, ON","M6N 4J5","","","","","FOODSTUFFS;BAKE SHOP;","",43.6667257876,-79.4990223247
"RETAIL STORE (FOOD)","B50-3360112","THE BAGEL HOUSE","19-JUN-2003","1562869 ONTARIO INC","4167810032","","1722 AVENUE RD","TORONTO, ON","M5M 3Y6","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","","","REFRESHMENTS;BAKE SHOP;","",43.728303575,-79.4183538468
"RETAIL STORE (FOOD)","B50-3362431","PATISSERIE LA CIGOGNE","06-JUN-2003","1572605 ONTARIO LTD","4164871234","","1626 BAYVIEW AVE","TORONTO, ON","M4G 3B7","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","","","REFRESHMENTS;BAKE SHOP;","",43.7065483784,-79.3758217749
"RETAIL STORE (FOOD)","B50-3362657","ZANE PATISSERIE & BOULANGERIE","31-JUL-2003","1573506 ONTARIO LTD","4166902813","","1852 QUEEN ST E","TORONTO, ON","M4L 1H1","SEATING CAPACITY UNDER 40;","TO INCLUDE PATIO*BAKING ON PREMISES","","","FOODSTUFFS;BAKE SHOP;","",43.6685940797,-79.3076190642
"RETAIL STORE (FOOD)","B50-3366282","DAILY BREAD BAKERY","04-SEP-2003","ACDAL,OFELIA B/LEAL,LORNA N/VERGARA,VALDIMAR V","4166330220","","332 WILSON AVE","TORONTO, ON","M3H 1S9","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;BAKE SHOP;","",43.7369575001,-79.4375478137
"RETAIL STORE (FOOD)","B50-3366634","PORT UNION BAKERY","12-SEP-2003","MAVIL LTD","4162815614","","287 PORT UNION RD","TORONTO, ON","M1C 2L3","","BAKING ON PREMISES - INCLUDING TAKE-OUT","","","FOODSTUFFS;BAKE SHOP;","",43.7893638088,-79.1397793974
"RETAIL STORE (FOOD)","B50-3372335","INTERNATIONAL BAKERY","10-FEB-2004","1598673 ONTARIO INC","4167492220","","2588 FINCH AVE W, #101","TORONTO, ON","M9M 2G3","SEATING CAPACITY UNDER 40;","AS PER BY-LAW NO 7625, AS AMENDED","","","REFRESHMENTS;BAKE SHOP;","",43.7487005344,-79.5616062907
"RETAIL STORE (FOOD)","B50-3473771","SUN VIEW BAKERY","16-DEC-2004","SUN VIEW BAKERY INC","4162938897","","4438 SHEPPARD AVE E, #206A","TORONTO, ON","M1S 5V9","SEATING CAPACITY UNDER 40;","BAKING ON PREMISES","","","BAKE SHOP;","",43.788036467,-79.2677466293
"RETAIL STORE (FOOD)","B50-3473825","CHIU KEI FOOD COMPANY","20-MAR-2004","CHIU KEI FOOD COMPANY LTD","4163356001","","4400 SHEPPARD AVE E, #10","TORONTO, ON","M1S 5J5","",""" BAKING ON PREMISES ""*AS PER BY-LAW NO 10076","","","REFRESHMENTS;BAKE SHOP;","",43.7878870447,-79.2698773436
"RETAIL STORE (FOOD)","B50-3474589","AROMAZ CAKE & PASTRIES","17-FEB-2004","1578477 ONTARIO INC","4163213232","","2301 BRIMLEY RD, #139","TORONTO, ON","M1S 5B8","COMMON SEATING;","BAKING ON PREMISES","","","FOODSTUFFS;BAKE SHOP;","",43.7979599552,-79.2711802373
"RETAIL STORE (FOOD)","B50-3476290","STEELES BAKERY","22-MAR-2004","1604380 ONTARIO LTD","4162238776","","6235 BATHURST ST","TORONTO, ON","M2R 2A5","","","","","FOODSTUFFS;BAKE SHOP;","",43.7909923101,-79.4451450201
"RETAIL STORE (FOOD)","B50-3477785","NOVA ERA BAKERY & PASTRY VIII","01-SEP-2004","NOVA ERA BAKERY & PASTRY VIII INC","4165387700","","200 GEARY AVE","TORONTO, ON","M6H 2B9","SEATING CAPACITY UNDER 40;","AS PER COMMITTEE OF ADJUSTMENT DECISION #A146/04HY","","","CIGARS, CIGARETTES & TOBACCO;VICTUALLING;BAKE SHOP;","",43.6700105326,-79.4377549788
"RETAIL STORE (FOOD)","B50-3477815","NOVA ERA BAKERY SUPPLY","08-JUN-2004","NOVA ERA BAKERY SUPPLY INC","4165387700","","192 GEARY AVE","TORONTO, ON","M6H 2B9","","BAKING ON PREMISES*AS PER BY-LAW NO 438-86","","","BAKE SHOP;","",43.6701034388,-79.4374875033
"RETAIL STORE (FOOD)","B50-3480224","OLD FASHIONED BAGEL FACTORY","30-AUG-2004","2028876 ONTARIO INC","4163985538","","1450 WHITEHORSE RD","TORONTO, ON","M3J 3A7","","BAKING ON PREMISES","RETAIL STORE CANNOT EXCEED 10% GROSS FLOOR AREA OF BUILDING","","FOODSTUFFS;BAKE SHOP;","",43.7578676721,-79.4717574739
"RETAIL STORE (FOOD)","B50-3481828","SOLERO MEDITERRANEAN BAKERY","05-AUG-2004","1621101 ONTARIO INC","4167632562","","3029 DUNDAS ST W","TORONTO, ON","M6P 1Z4","","BAKING TO BE INCIDENTAL TO PRINCIPAL USE AND SOLD ON A","RETAIL BASIS ONLY.","","FOODSTUFFS;BAKE SHOP;","",43.6652914121,-79.470024483
"RETAIL STORE (FOOD)","B50-3483393","BAKE SALE ON THE KINGSWAY","08-OCT-2004","BAKE SALE INC","4167926167","","3076 BLOOR ST W","TORONTO, ON","M8X 1C8","","","","","FOODSTUFFS;BAKE SHOP;","",43.6470210129,-79.5141564677
"RETAIL STORE (FOOD)","B50-3486245","","28-JAN-2005","MISTAAN CATERING & SWEETS INC","4165022737","","460 MCNICOLL AVE","TORONTO, ON","M2H 2E1","SEATING CAPACITY UNDER 40;","SUBJECT TO NORTH YORK BY-LAW 6725, AS AMENDED","","","REFRESHMENTS;","",43.8044619565,-79.3417926238
"RETAIL STORE (FOOD)","B50-3486266","GRYFES BAGEL BAKERY","06-DEC-2004","GRYFES BAGEL BAKERY LTD","4167831552","","3421-23 BATHURST ST","TORONTO, ON","M6A 2C1","","","","","FOODSTUFFS;BAKE SHOP;","",43.7271888563,-79.4312215022
"RETAIL STORE (FOOD)","B50-3487426","SUPER BAKERS","02-FEB-2005","JAZRAWY, MILA S","4162516369","","1122B THE QUEENSWAY","TORONTO, ON","M8Z 1P7","","BAKING ON PREMISES - AS PER BUILDING PERMIT C-91275 FOR","INTERIOR ALTERATIONS TO ""SUPER BAKER""","","FOODSTUFFS;BAKE SHOP;","",43.6228729668,-79.5190753753
"RETAIL STORE (FOOD)","B50-3500378","CHRIS BREAD BAKERY","04-JAN-2006","CHRIS BREAD BAKERY LTD","4162674897","","2617 EGLINTON AVE E","TORONTO, ON","M1K 2S2","","","","","FOODSTUFFS;BAKE SHOP;","",43.7355318031,-79.2524623094
"RETAIL STORE (FOOD)","B50-3592860","HAIROUN BAKERY","13-MAY-2005","711662 ONTARIO LTD","4167543854","","2256 BIRCHMOUNT RD","TORONTO, ON","M1T 2M2","","LOCATED IN THE GLOHAR PLAZA""","SUBJECT TO TAM O' SHANTER COMMUNITY BY-LAW 12360","","FOODSTUFFS;BAKE SHOP;","",43.7803946857,-79.2980335799
"RETAIL STORE (FOOD)","B50-3594146","WHAT-A-BAGEL","02-AUG-2005","4054067 CANADA INC","4167899428","","973 EGLINTON AVE W","TORONTO, ON","M6C 2C4","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;BAKE SHOP;","",43.6998943198,-79.4295006854
"RETAIL STORE (FOOD)","B50-3596592","CHINESE BAKERY","21-NOV-2005","1662160 ONTARIO INC","","","433 DUNDAS ST W","TORONTO, ON","M5T 1G6","","SUBJECT TO ZONING BY-LAW 438-86","","","FOODSTUFFS;BAKE SHOP;","",43.653277332,-79.3955806869
"RETAIL STORE (FOOD)","B50-3598846","EPI BREADS","05-OCT-2005","EPI BREADS LTD","4164881952","","1526 BAYVIEW AVE","TORONTO, ON","M4G 3B4","SEATING CAPACITY UNDER 40;","","","","REFRESHMENTS;BAKE SHOP;","",43.7039983346,-79.3748364992
"RETAIL STORE (FOOD)","B50-0000390","","02-FEB-1981","VIENNA MEAT PRODUCTS LTD","","","1050 BIRCHMOUNT RD","TORONTO, ON","M1K 1S4","","","","","REFRESHMENTS;BAKE SHOP;","",43.7336419758,-79.279842875
"RETAIL STORE (FOOD)","B50-0000432","","01-JAN-1964","MACELLERIA VENEZIA LTD","4165312522","","906 BLOOR ST W","TORONTO, ON","M6H 1L1","","","","","REFRESHMENTS;","",43.6619892787,-79.4263506822
"RETAIL STORE (FOOD)","B50-0001224","","01-JAN-1966","BROWN BROTHERS PURVEYORS LTD","","","91 FRONT ST E","TORONTO, ON","M5E 1C2","","","","","REFRESHMENTS;","",43.6490190322,-79.3718875593
"RETAIL STORE (FOOD)","B50-0001778","","08-JUL-1980","NORTOWN FOODS LTD","","","890 92 EGLINTON AVE W","TORONTO, ON","M6C 2B6","","","","","REFRESHMENTS;BAKE SHOP;","",43.7008807232,-79.4271749568
"RETAIL STORE (FOOD)","B50-0002644","BIG FISH MARKET","05-FEB-1980","YOON, BYUNG-SOO","4162591585","","765 THE QUEENSWAY","TORONTO, ON","M8Z 1N1","","","","","REFRESHMENTS;","",43.6257971961,-79.5042411814
"RETAIL STORE (FOOD)","B50-0003824","","08-NOV-1985","ST LAWRENCE UPPERCUT MEAT PACKERS LTD","","","91 FRONT ST E, STALL 16","TORONTO, ON","M5E 1C3","","","","","REFRESHMENTS;","",43.6490190322,-79.3718875593
"RETAIL STORE (FOOD)","B50-0004525","KINGSWAY MEAT PRODUCTS","16-MAR-1987","KINGSWAY MEAT PRODUCTS AND DELICATESSEN LTD","","","2342 BLOOR ST W","TORONTO, ON","M6S 1P3","","","","","REFRESHMENTS;BAKE SHOP;","",43.6503360669,-79.480967226
"RETAIL STORE (FOOD)","B50-0005068","THE BIG CARROT","31-MAY-1988","546073 ONTARIO LTD","4164662129","211","348 DANFORTH AVE, #7","TORONTO, ON","M4K 1N8","","TO INCLUDE BAKING ON PREMISES","","","REFRESHMENTS;","",43.67774716,-79.3528842459
"RETAIL STORE (FOOD)","B50-0005183","BLOOR MEAT MARKET","01-JAN-1966","759322 ONTARIO INC","4167672105","","2283 BLOOR ST W","TORONTO, ON","M6S 1P1","","","","","REFRESHMENTS;","",43.6503604268,-79.4787372976
"RETAIL STORE (FOOD)","B50-0212828","V. GASPARRO'S MEAT MARKET","28-JUN-1991","GASPARRO, PASQUALE","","","857 BLOOR ST W","TORONTO, ON","M6G 1M3","","","","","REFRESHMENTS;","",43.6622011113,-79.4241332931
"RETAIL STORE (FOOD)","B50-0213380","ELLAS MEAT MARKET LTD.","30-JUL-1991","ELLAS MEAT MARKET LTD","","","674 PAPE AVE","TORONTO, ON","M4K 3S5","","","","","REFRESHMENTS;","",43.6781778175,-79.3448331264
"RETAIL STORE (FOOD)","B50-0226740","MR GREEK MEAT MARKET","30-AUG-1993","484258 ONTARIO LTD","4164690733","","801 DANFORTH AVE","TORONTO, ON","M4J 1L2","","","","","REFRESHMENTS;","",43.6793869326,-79.3414763233
"RETAIL STORE (FOOD)","B50-0227879","KOSTAS MEAT MARKET LTD.","09-NOV-1993","KOSTAS MEAT MARKET LTD","","","259 ELLESMERE RD","TORONTO, ON","M1R 4E4","","","","","REFRESHMENTS;","",43.7604415749,-79.3017812716
"RETAIL STORE (FOOD)","B50-0230950","VILLAGE MEAT PRODUCTS & DELI","03-MAY-1994","STANS MEAT PRODUCTS & DELI INC","","","415 RONCESVALLES AVE","TORONTO, ON","M6R 2N1","","","","","REFRESHMENTS;","",43.651300069,-79.4507290618
"RETAIL STORE (FOOD)","B50-0244116","SALSICHARIA PAVAO","03-JUN-1996","953517 ONTARIO LTD","4165337667","","1435 DUNDAS ST W","TORONTO, ON","M6J 1Y7","","","","","REFRESHMENTS;","",43.6494100844,-79.4299561516
"RETAIL STORE (FOOD)","B50-3084871","DUFFERIN MEAT MARKET","24-JUL-1998","DUFFERIN MEAT MARKET INC","4167890635","","2927 DUFFERIN ST","TORONTO, ON","M6B 3S7","","","","","REFRESHMENTS;","",43.7090698697,-79.4533222758
"RETAIL STORE (FOOD)","B50-3098820","SOMALI HALAL FOOD MARKET","11-AUG-1999","ALI, SEF A","4162448248","","2371 WESTON RD, C","TORONTO, ON","M9N 1Z8","","","","","REFRESHMENTS;","",43.7066484631,-79.5317073301
"RETAIL STORE (FOOD)","B50-3105139","DOMENIC'S QUALITY MEATS","01-MAR-2000","DOMENIC'S QUALITY MEATS LTD","4167432883","","2965 ISLINGTON AVE, #4","TORONTO, ON","M9L 2K8","","","","","REFRESHMENTS;","",43.7581692678,-79.5698200085
"RETAIL STORE (FOOD)","B50-3106082","HAPPY MEAT MARKET","25-JAN-2001","HAPPY MEAT MARKET LTD","4162917034","","25 MILLIKEN BLVD, A21","TORONTO, ON","M1V 5H8","","10% RETAIL ONLY","","","REFRESHMENTS;","",43.8043200416,-79.2951618126
"RETAIL STORE (FOOD)","B50-3119903","MACELLERIA ATLAS","22-MAR-2001","MAZZA,ANNA/MAZZA,ANTONIO","4166540777","","800 ST CLAIR AVE W","TORONTO, ON","M6C 1B6","","","","","REFRESHMENTS;","",43.6810482187,-79.4300650199
"RETAIL STORE (FOOD)","B50-3121796","SUNUP BARBECUE CO","24-APR-2001","1421948 ONTARIO INC","4167895023","","3411 BATHURST ST","TORONTO, ON","M6A 2C1","NO SEATING ACCOMMODATION;",""" TAKE-OUT ONLY ""","","","REFRESHMENTS;","",43.7269658505,-79.4312658504
"RETAIL STORE (FOOD)","B50-3242057","CHICAGO DELIKATESEN AND BAKERY STORE","13-MAR-2002","CHICAGO BUTCHER SHOPPE INC","4165882001","","289 RONCESVALLES AVE","TORONTO, ON","M6R 2M3","","","","","REFRESHMENTS;BAKE SHOP;","",43.6477379668,-79.4493728662
"RETAIL STORE (FOOD)","B50-3246429","WHITEHOUSE MEATS","26-JUL-2002","EUGENE WHITEHOUSE LTD","4163664465","","93 FRONT ST E, #16","TORONTO, ON","M5E 1C3","","Confirmed address for St. Lawrence Market is 91 Front St E","","","REFRESHMENTS;","",43.6491532155,-79.3716135853
"RETAIL STORE (FOOD)","B50-3250526","WIN WIN FRESH MEAT","01-JAN-2003","WIN WIN FRESH MEAT LTD","4162611312","","681 SILVER STAR BLVD","TORONTO, ON","M1V 5N1","","","","","REFRESHMENTS;","",43.823703291,-79.298826725
"RETAIL STORE (FOOD)","B50-3356798","THE BUTCHER SHOPPE","01-JAN-2004","573349 ONTARIO LTD","4162342290","","121 SHORNCLIFFE RD","TORONTO, ON","M8Z 5K7","","","","","REFRESHMENTS;","",43.6242236001,-79.5407339856
"RETAIL STORE (FOOD)","B50-3370609","CHARLIE'S MEATS TWO","02-NOV-2004","1597095 ONTARIO INC","4165887769","","222 LANSDOWNE AVE","TORONTO, ON","M6K 3C6","SHARED ADDRESS;","as per by-law no 438-86","","","REFRESHMENTS;","",43.6495619026,-79.4406986244
"RETAIL STORE (FOOD)","B50-3480008","WHITEHOUSE MEATS","21-JUL-2004","WHITEHOUSE MEATS INC","4164882004","","2978 BLOOR ST W","TORONTO, ON","M8X 1B9","","","","","REFRESHMENTS;","",43.6479851527,-79.509593877
"RETAIL STORE (FOOD)","B50-3481874","LA BOUCHERIE FINE MEATS","27-SEP-2004","LA BOUCHERIE FINE MEATS INC","4163630062","","95 FRONT ST E","TORONTO, ON","M5E 1C2","","","","","REFRESHMENTS;","",43.6491898377,-79.3714969414
"RETAIL STORE (FOOD)","B50-3483094","L & L MEAT SUPPLIES","21-OCT-2004","L & L MEAT SUPPLIES LTD","4162939388","","21 MILLIKEN BLVD, C1","TORONTO, ON","M1V 5H6","","AS PER BY-LAW NO 24982","","","REFRESHMENTS;","",43.8041478278,-79.2937732359
"RETAIL STORE (FOOD)","B50-3483176","THE BUTCHER SHOP","08-NOV-2004","ELANE MEAT & BAKERY LTD","4162667381","","3487 KINGSTON RD","TORONTO, ON","M1M 1R4","","","","","REFRESHMENTS;","",43.737873821,-79.217373903
"RETAIL STORE (FOOD)","B50-3486401","DILISO'S FINE MEATS","10-FEB-2005","DILISO'S FINE MEATS LTD","4166019780","","91 FRONT ST E, #14","TORONTO, ON","M5E 1C4","","","","","REFRESHMENTS;","",43.6490190322,-79.3718875593
"RETAIL STORE (FOOD)","B50-3488091","GRACE MEATS","31-DEC-2004","GRACE MEATS LTD","4165347776","","644 COLLEGE ST","TORONTO, ON","M6G 1B8","","","","","REFRESHMENTS;","",43.6551672474,-79.415930396
"RETAIL STORE (FOOD)","B50-3503390","MRAKOVIC MEAT & DELI","17-FEB-2006","MRAKOVIC MEAT & DELI INC","4166957396","","44 WELLESWORTH DR, #5","TORONTO, ON","M9C 4R1","","","","","REFRESHMENTS;","",43.666829197,-79.5785019205
"RETAIL STORE (FOOD)","B50-3593889","WORLDWIDE MEAT WHOLESALES","19-AUG-2005","WORLDWIDE MEAT WHOLESALES INC","4166638553","","111 MARTIN ROSS AVE, #9-10","TORONTO, ON","M3J 2M1","","","","","REFRESHMENTS;","",43.7726872241,-79.4775145272
"RETAIL STORE (FOOD)","B50-0000466","BELLAMY SMOKE & GIFT","12-OCT-1979","KIM, TAE-YONG","4164317411","","200 BELLAMY RD N, #3-4","TORONTO, ON","M1J 2L6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;","",43.746846832,-79.231675131
"RETAIL STORE (FOOD)","B50-0002207","","01-JAN-1965","OLD COUNTRY SHOP LTD","","","355 RONCESVALLES AVE","TORONTO, ON","M6R 2M8","","","","","FOODSTUFFS;","",43.6498201798,-79.450148848
"RETAIL STORE (FOOD)","B50-0002611","ALPHA VARIETY","01-JAN-1966","SAMARAS, KATY","","","603 LOGAN AVE","TORONTO, ON","M4K 3C2","","ALSO HOLDS LIC 30-14412","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;","",43.6703988382,-79.3463193119
"RETAIL STORE (FOOD)","B50-0002876","HOME LAND MARKET","06-MAY-1974","PALMA, GIOVANNI","4162663915","","750 DANFORTH RD","TORONTO, ON","M1K 1G5","","","","","REFRESHMENTS;","",43.7208670072,-79.2575484702
"RETAIL STORE (FOOD)","B50-0003270","","01-JAN-1976","BRAZIL BAKERY AND PASTRY LTD","","","1566 DUNDAS ST W","TORONTO, ON","M6K 1T8","","RETAIL BAKE SHOP ONLY","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;","",43.6499658816,-79.4342102128
"RETAIL STORE (FOOD)","B50-0003353","MISTER MILK","26-AUG-1981","KIM, JOON-KIE","4166516194","","170 VAUGHAN RD","TORONTO, ON","M6C 2M2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.686050864,-79.4223192391
"RETAIL STORE (FOOD)","B50-0010747","PENTONE CIGAR STORE","02-OCT-1963","CAPICOTTO, GIUSEPPE","4165368833","","176 WALLACE AVE","TORONTO, ON","M6H 1V4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;","",43.6627211362,-79.4437817019
"RETAIL STORE (FOOD)","B50-0014095","SUE'S SUPERMARKET","01-JAN-1974","SUE'S FRUIT MARKET LTD","4167812734","","3673 BATHURST ST","TORONTO, ON","M6A 2E6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7342023703,-79.4329590589
"RETAIL STORE (FOOD)","B50-0015860","KITCHEN FOOD FAIR III","03-OCT-1988","BOK, HYUNG KYU","4165740609","","1051 STEELES AVE W","TORONTO, ON","M2R 2S9","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.79158657,-79.448008633
"RETAIL STORE (FOOD)","B50-0208434","DAIRY MILK","25-OCT-1990","645305 ONTARIO INC","","","5066 DUNDAS ST W","TORONTO, ON","M9A 1B9","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.645771152,-79.532007463
"RETAIL STORE (FOOD)","B50-0209243","TOP MILK MART","01-JAN-1991","PAIK, JEONG-JA","4164314474","","2922 EGLINTON AVE E","TORONTO, ON","M1J 2E4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7399461685,-79.236016221
"RETAIL STORE (FOOD)","B50-0210017","NEON MINI MART","07-FEB-1991","LITSOS, SOTIRIOS","4164891875","","162 O'CONNOR DR","TORONTO, ON","M4J 2S4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.693621084,-79.349551818
"RETAIL STORE (FOOD)","B50-0215885","M & M CONVENIENCE","15-JAN-1992","LEE, MAN SUK","","","116 MARKHAM RD","TORONTO, ON","M1M 2Z7","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7391959972,-79.2176042406
"RETAIL STORE (FOOD)","B50-0216765","BOSTON DISCOUNT","09-MAR-1992","WANG, SUNG-MOO","4164668482","","1020 QUEEN ST E","TORONTO, ON","M4M 1K4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6615348701,-79.3387199165
"RETAIL STORE (FOOD)","B50-0219527","MIDLAND JUG MILK","22-JUL-1992","SHIN,DONG-HERN/SHIN,JUNG-JA","4162618602","","2516 EGLINTON AVE E","TORONTO, ON","M1K 2R5","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;","",43.7351008138,-79.2568858254
"RETAIL STORE (FOOD)","B50-0219943","JAMESTOWN MILK","18-AUG-1992","WOO, HO KYOUNG","4169234354","","592 PARLIAMENT ST","TORONTO, ON","M4X 1P8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.668036332,-79.36968878
"RETAIL STORE (FOOD)","B50-0227178","KING'S MILK","24-SEP-1993","LEE, JIN-KI","4165355828","","1265 KING ST W","TORONTO, ON","M6K 1G6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.638041839,-79.4306458236
"RETAIL STORE (FOOD)","B50-0233837","ZAC'S","21-OCT-1994","ZAC'S FOOD STORES LTD","4166514399","","1977 KEELE ST","TORONTO, ON","M6M 3Y2","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.689838191,-79.474551486
"RETAIL STORE (FOOD)","B50-0235436","THE RICHVIEWER","27-JAN-1995","JUNG,JANET/JUNG,SE YOUNG","4162447719","","250 WINCOTT DR","TORONTO, ON","M9R 2R5","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6797007879,-79.5467827384
"RETAIL STORE (FOOD)","B50-0239135","PICK QUICK SMOKE & VARIETY","02-AUG-1995","YOO, DAEHYEON","","","4451 KINGSTON RD","TORONTO, ON","M1E 2N7","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.768648598,-79.187694704
"RETAIL STORE (FOOD)","B50-0241954","ERSKINE TUCK SHOP","08-FEB-1996","JAFFER, ZULFIKAR","9058821273","","140 ERSKINE AVE","TORONTO, ON","M4P 1Z2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.712415376,-79.393778924
"RETAIL STORE (FOOD)","B50-0243899","HIGH PARK TUCK SHOP","22-MAY-1996","BYON,AN SOON/BYON,SUNG SANG","4167664411","","95 HIGH PARK AVE, FL1","TORONTO, ON","M6P 2R8","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.656787584,-79.466157347
